Date,Close,High,Low,Ticker
2005-02-07,32.97816467285156,33.256954193115234,32.843265533447266,VZ
2005-02-08,32.78031539916992,33.17601776123047,32.68138885498047,VZ
2005-02-09,32.42958068847656,32.85226058959961,32.37561798095703,VZ
2005-02-10,32.411590576171875,32.798301696777344,32.24072265625,VZ
2005-02-11,32.6544075012207,32.88823318481445,32.39360427856445,VZ
2005-02-14,32.54648971557617,33.37386703491211,32.48353958129883,VZ
2005-02-15,32.60944366455078,33.06809616088867,32.492530822753906,VZ
2005-02-16,32.48353958129883,32.69038009643555,32.33964538574219,VZ
2005-02-17,32.08783721923828,32.465553283691406,31.99790382385254,VZ
2005-02-18,31.75508689880371,32.19575500488281,31.62018775939941,VZ
2005-02-22,31.818038940429688,31.99790382385254,31.656160354614254,VZ
2005-02-23,31.970924377441406,32.033878326416016,31.59320831298828,VZ
2005-02-24,31.92595863342285,32.02488327026367,31.647167205810547,VZ
2005-02-25,32.55548477172852,32.67239761352539,31.880992889404297,VZ
2005-02-28,32.34864044189453,32.816287994384766,32.28568649291992,VZ
2005-03-01,32.60044860839844,32.78031539916992,32.45655822753906,VZ
2005-03-02,32.798301696777344,32.87024688720703,32.48353958129883,VZ
2005-03-03,32.708370208740234,32.87024688720703,32.474544525146484,VZ
2005-03-04,32.75333404541016,33.06809616088867,32.66340255737305,VZ
2005-03-07,32.83427429199219,33.140045166015625,32.74434280395508,VZ
2005-03-08,32.465553283691406,32.89722442626953,32.465553283691406,VZ
2005-03-09,32.50152587890625,32.77132034301758,32.384613037109375,VZ
2005-03-10,32.52850341796875,32.645416259765625,32.45655822753906,VZ
2005-03-11,32.43857192993164,32.726356506347656,32.321659088134766,VZ
2005-03-14,32.44756317138672,32.645416259765625,32.24072265625,VZ
2005-03-15,32.08783721923828,32.59145736694336,32.01588821411133,VZ
2005-03-16,31.782066345214844,32.15978240966797,31.67414665222168,VZ
2005-03-17,31.66515350341797,31.871997833251957,31.51226806640625,VZ
2005-03-18,31.611194610595703,31.67414665222168,31.350391387939453,VZ
2005-03-21,31.43132972717285,31.62018775939941,31.233478546142575,VZ
2005-03-22,30.99066162109375,31.58421516418457,30.918716430664062,VZ
2005-03-23,31.395357131958008,31.74609375,31.08059310913086,VZ
2005-03-24,31.260459899902344,31.67414665222168,31.260459899902344,VZ
2005-03-28,31.224485397338867,31.611194610595703,31.1705265045166,VZ
2005-03-29,31.350391387939453,31.880992889404297,30.936702728271484,VZ
2005-03-30,31.86300468444824,31.880992889404297,31.359384536743164,VZ
2005-03-31,31.92595863342285,32.123809814453125,31.530256271362305,VZ
2005-04-01,31.647167205810547,32.19575500488281,31.530256271362305,VZ
2005-04-04,32.06085586547852,32.18675994873047,31.51226806640625,VZ
2005-04-05,32.16877365112305,32.36662673950195,31.970924377441406,VZ
2005-04-06,31.93495178222656,32.276695251464844,31.800052642822266,VZ
2005-04-07,31.84501838684082,32.05186462402344,31.83602523803711,VZ
2005-04-08,31.539249420166016,32.06085586547852,31.46730232238769,VZ
2005-04-11,31.386363983154297,31.791059494018555,31.350391387939453,VZ
2005-04-12,31.647167205810547,31.728107452392575,31.179519653320312,VZ
2005-04-13,31.386363983154297,31.84501838684082,31.28743934631348,VZ
2005-04-14,31.377370834350582,31.683141708374023,31.233478546142575,VZ
2005-04-15,30.71187210083008,31.386363983154297,30.63093376159668,VZ
2005-04-18,30.57697486877441,31.04462242126465,30.496034622192383,VZ
2005-04-19,30.72086524963379,30.927709579467773,30.57697486877441,VZ
2005-04-20,30.37912368774414,30.954689025878903,30.31616973876953,VZ
2005-04-21,30.81079864501953,30.84677124023437,30.433082580566406,VZ
2005-04-22,30.63093376159668,30.90073013305664,30.343149185180664,VZ
2005-04-25,30.63093376159668,30.936702728271484,30.46905517578125,VZ
2005-04-26,30.57697486877441,30.85576438903809,30.505027770996094,VZ
2005-04-27,31.67414665222168,31.74609375,30.78381729125977,VZ
2005-04-28,31.521263122558597,32.02488327026367,31.521263122558597,VZ
2005-04-29,32.19575500488281,32.28568649291992,31.51226806640625,VZ
